date,symbol,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2015-02-12 00:00:00+00:00,CME,95.31,95.796,94.595,94.89,1437056,78.0413500552,78.4392946164,77.455896637,77.697447348,1437056,0.0,1.0
2015-02-13 00:00:00+00:00,CME,93.92,95.38,93.74,94.83,1668303,76.9031958576,78.0986671731,76.7558089831,77.6483183899,1668303,0.0,1.0
2015-02-17 00:00:00+00:00,CME,94.2,94.35,93.48,94.01,1219226,77.1324643291,77.2552867245,76.542916831,76.9768892948,1219226,0.0,1.0
2015-02-18 00:00:00+00:00,CME,93.76,94.75,93.32,94.16,879739,76.7721853025,77.5828131123,76.4119062759,77.0997116903,879739,0.0,1.0
2015-02-19 00:00:00+00:00,CME,94.18,94.23,93.4,93.65,1168452,77.1160880097,77.1570288081,76.4774115534,76.6821155458,1168452,0.0,1.0
2015-02-20 00:00:00+00:00,CME,94.245,94.39,92.48,94.11,1911542,77.1693110477,77.2880393633,75.7241008615,77.0587708918,1911542,0.0,1.0
2015-02-23 00:00:00+00:00,CME,94.99,95.01,93.51,93.98,916583,77.779328945,77.7957052644,76.5674813101,76.9523248158,916583,0.0,1.0
2015-02-24 00:00:00+00:00,CME,96.17,97.12,94.97,95.24,1341570,78.745531789,79.5234069601,77.7629526256,77.9840329374,1341570,0.0,1.0
2015-02-25 00:00:00+00:00,CME,96.53,96.79,95.84,96.03,752881,79.040305538,79.2531976901,78.4753225191,78.6308975533,752881,0.0,1.0
2015-02-26 00:00:00+00:00,CME,96.02,96.6899,95.56,96.25,865819,78.6227093936,79.1712342116,78.2460540476,78.8110370666,865819,0.0,1.0
2015-02-27 00:00:00+00:00,CME,95.93,96.43,95.25,95.79,941105,78.5490159563,78.9584239411,77.9922210971,78.4343817206,941105,0.0,1.0
2015-03-02 00:00:00+00:00,CME,97.12,97.18,95.4909,95.73,1015826,79.5234069601,79.5725359182,78.1894738641,78.3852527624,1015826,0.0,1.0
2015-03-03 00:00:00+00:00,CME,97.095,97.18,95.99,96.7,1665022,79.5029365608,79.5725359182,78.5981449145,79.1795042529,1665022,0.0,1.0
2015-03-04 00:00:00+00:00,CME,96.49,96.96,96.2302,96.87,1444788,79.0075528993,79.3923964049,78.7948245104,79.3187029677,1444788,0.0,1.0
2015-03-05 00:00:00+00:00,CME,96.82,97.08,96.25,96.42,886578,79.2777621692,79.4906543213,78.8110370666,78.9502357814,886578,0.0,1.0
2015-03-06 00:00:00+00:00,CME,95.42,97.8,95.06,96.21,1553394,78.5408277966,80.4998214055,78.2445094356,79.1910819777,1553394,0.5,1.0
2015-03-09 00:00:00+00:00,CME,96.57,96.74,95.12,95.57,1012198,79.4874003387,79.6273284536,78.2938958291,78.6642937804,1012198,0.0,1.0
2015-03-10 00:00:00+00:00,CME,95.3,96.27,95.07,95.48,1518208,78.4420550096,79.2404683712,78.2527405012,78.5902141901,1518208,0.0,1.0
2015-03-11 00:00:00+00:00,CME,96.29,96.56,95.11,95.76,951814,79.2569305024,79.4791692731,78.2856647635,78.8206840265,951814,0.0,1.0
2015-03-12 00:00:00+00:00,CME,97.33,97.6297,95.94,97.02,1278946,80.1129613231,80.3596463586,78.968843207,79.85779829,1278946,0.0,1.0
2015-03-13 00:00:00+00:00,CME,96.825,97.53,96.3,97.2,1391697,79.6972925111,80.2775826347,79.265161568,80.0059574705,1391697,0.0,1.0
2015-03-16 00:00:00+00:00,CME,100.06,100.49,97.7,97.71,2797585,82.3600422273,82.7139780474,80.4175107496,80.4257418152,2797585,0.0,1.0
2015-03-17 00:00:00+00:00,CME,99.75,99.98,98.79,99.29,1794844,82.1048791942,82.2941937027,81.3146968982,81.7262501774,1794844,0.0,1.0
2015-03-18 00:00:00+00:00,CME,98.99,99.95,98.33,99.44,1808853,81.4793182099,82.2695005059,80.9360678814,81.8497161612,1808853,0.0,1.0
2015-03-19 00:00:00+00:00,CME,99.67,99.92,98.63,99.0,1752489,82.0390306696,82.2448073092,81.1829998489,81.4875492755,1752489,0.0,1.0
2015-03-20 00:00:00+00:00,CME,99.75,100.61,98.79,100.1,7030990,82.1048791942,82.8127508344,81.3146968982,82.3929664897,7030990,0.0,1.0
2015-03-23 00:00:00+00:00,CME,98.75,99.6,98.61,99.52,1902298,81.2817726359,81.9814132105,81.1665377177,81.9155646858,1902298,0.0,1.0
2015-03-24 00:00:00+00:00,CME,97.34,98.965,97.3,98.46,2153279,80.1211923886,81.4587405459,80.0882681263,81.043071734,2153279,0.0,1.0
2015-03-25 00:00:00+00:00,CME,94.27,97.26,94.19,97.26,2593171,77.5942552545,80.055343864,77.5284067299,80.055343864,2593171,0.0,1.0
2015-03-26 00:00:00+00:00,CME,94.79,95.4,94.46,94.9,2719694,78.0222706649,78.5243656655,77.7506455006,78.1128123863,2719694,0.0,1.0
2015-03-27 00:00:00+00:00,CME,94.66,94.83,93.68,94.39,1229110,77.9152668123,78.0551949272,77.1086223851,77.6930280415,1229110,0.0,1.0
2015-03-30 00:00:00+00:00,CME,95.29,96.0399,94.96,95.45,1305515,78.433823944,79.0510715521,78.1621987798,78.5655209934,1305515,0.0,1.0
2015-03-31 00:00:00+00:00,CME,94.71,95.24,94.48,94.65,1354180,77.9564221402,78.3926686161,77.7671076318,77.9070357467,1354180,0.0,1.0
