date,symbol,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2015-02-12 00:00:00+00:00,ADI,56.715,56.73,55.9549,56.36,1687354,50.5000149435,50.5133712024,49.8232087836,50.1839168159,1687354,0.0,1.0
2015-02-13 00:00:00+00:00,ADI,57.05,57.24,56.5,56.84,1404801,50.7983047259,50.9674840054,50.3085752325,50.6113171011,1404801,0.0,1.0
2015-02-17 00:00:00+00:00,ADI,58.81,58.86,56.41,56.5,5685078,52.3654391048,52.4099599678,50.228437679,50.3085752325,5685078,0.0,1.0
2015-02-18 00:00:00+00:00,ADI,58.38,58.73,57.1,58.4,4095264,51.9825596827,52.2942057239,50.8428255889,52.0003680279,4095264,0.0,1.0
2015-02-19 00:00:00+00:00,ADI,58.65,58.67,58.17,58.41,1837943,52.2229723431,52.2407806883,51.7955720579,52.0092722005,1837943,0.0,1.0
2015-02-20 00:00:00+00:00,ADI,59.13,59.14,58.1801,58.62,1420171,52.6503726282,52.6592768008,51.8045652722,52.1962598252,1420171,0.0,1.0
2015-02-23 00:00:00+00:00,ADI,58.98,58.99,58.39,58.95,1029469,52.5168100391,52.5257142117,51.9914638553,52.4900975213,1029469,0.0,1.0
2015-02-24 00:00:00+00:00,ADI,59.61,59.65,57.82,58.9,1862750,53.0777729134,53.1133896038,51.4839260166,52.4455766583,1862750,0.0,1.0
2015-02-25 00:00:00+00:00,ADI,58.99,59.39,58.8,59.31,1345105,52.881881116,53.2404631205,52.7115546639,53.1687467196,1345105,0.4,1.0
2015-02-26 00:00:00+00:00,ADI,58.88,59.22,58.59,59.06,1671648,52.7832710648,53.0880657686,52.5232991115,52.9446329668,1671648,0.0,1.0
2015-02-27 00:00:00+00:00,ADI,58.54,59.04,58.51,59.0,1198168,52.4784763609,52.9267038666,52.4515827106,52.8908456661,1198168,0.0,1.0
2015-03-02 00:00:00+00:00,ADI,59.775,59.78,58.54,58.81,1853956,53.5855982999,53.5900805749,52.4784763609,52.720519214,1853956,0.0,1.0
2015-03-03 00:00:00+00:00,ADI,58.74,59.6,58.44,59.54,1499786,52.6577673632,53.4287186729,52.3888308598,53.3749313722,1499786,0.0,1.0
2015-03-04 00:00:00+00:00,ADI,58.4,58.72,57.945,58.33,1037675,52.3529726594,52.639838263,51.9450856292,52.2902208086,1037675,0.0,1.0
2015-03-05 00:00:00+00:00,ADI,58.45,58.87,58.18,58.56,985040,52.3977954099,52.7743065147,52.1557525569,52.4964054612,985040,0.0,1.0
2015-03-06 00:00:00+00:00,ADI,57.93,58.57,57.45,58.29,1584075,51.9316388041,52.5053700113,51.5013403986,52.2543626081,1584075,0.0,1.0
2015-03-09 00:00:00+00:00,ADI,58.46,58.59,57.97,57.97,1313334,52.40675996,52.5232991115,51.9674970045,51.9674970045,1313334,0.0,1.0
2015-03-10 00:00:00+00:00,ADI,57.2,58.11,57.2,57.82,1381698,51.2772266458,52.0930007061,51.2772266458,51.8330287528,1381698,0.0,1.0
2015-03-11 00:00:00+00:00,ADI,57.29,57.89,57.1,57.42,1412939,51.3579075968,51.8957806036,51.1875811447,51.4744467483,1412939,0.0,1.0
2015-03-12 00:00:00+00:00,ADI,57.51,57.545,56.68,56.81,1010721,51.5551276993,51.5865036247,50.8110700399,50.9276091914,1010721,0.0,1.0
2015-03-13 00:00:00+00:00,ADI,57.53,57.7,56.8,57.31,1276318,51.5730567995,51.7254541515,50.9186446413,51.3758366971,1276318,0.0,1.0
2015-03-16 00:00:00+00:00,ADI,58.795,58.83,57.65,57.81,1367524,52.7070723888,52.7384483142,51.6806314009,51.8240642027,1367524,0.0,1.0
2015-03-17 00:00:00+00:00,ADI,58.76,58.8,58.08,58.42,1845619,52.6756964634,52.7115546639,52.0661070557,52.3709017596,1845619,0.0,1.0
2015-03-18 00:00:00+00:00,ADI,59.67,59.89,58.34,58.55,3023227,53.4914705237,53.6886906262,52.2991853587,52.4874409111,3023227,0.0,1.0
2015-03-19 00:00:00+00:00,ADI,60.0,60.12,59.11,59.43,2724626,53.7873006774,53.8948752788,52.9894557174,53.276321321,2724626,0.0,1.0
2015-03-20 00:00:00+00:00,ADI,61.07,61.32,59.95,60.38,4481028,54.7465075395,54.9706212923,53.7424779269,54.1279535817,4481028,0.0,1.0
