date,symbol,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2015-02-12 00:00:00+00:00,AXP,80.48,81.53,80.0,80.03,32653122,74.4283573247,75.3994032391,73.984450621,74.01219479,32653122,0.0,1.0
2015-02-13 00:00:00+00:00,AXP,78.08,79.75,77.72,79.44,34874386,72.2088238061,73.7532492128,71.8758937783,73.4665594666,34874386,0.0,1.0
2015-02-17 00:00:00+00:00,AXP,79.08,79.32,77.12,77.16,18577852,73.1336294389,73.3555827907,71.3210103986,71.358002624,18577852,0.0,1.0
2015-02-18 00:00:00+00:00,AXP,79.78,80.27,78.72,78.72,13416565,73.7809933818,74.2341481418,72.8006994111,72.8006994111,13416565,0.0,1.0
2015-02-19 00:00:00+00:00,AXP,78.4,79.98,77.56,79.89,20856104,72.5047616086,73.9659545083,71.7279248771,73.8827220014,20856104,0.0,1.0
2015-02-20 00:00:00+00:00,AXP,79.83,79.88,78.2,78.22,11348300,73.8272336634,73.8734739451,72.319800482,72.3382965947,11348300,0.0,1.0
2015-02-23 00:00:00+00:00,AXP,80.3,80.48,79.47,79.99,6863683,74.2618923108,74.4283573247,73.4943036356,73.9752025647,6863683,0.0,1.0
2015-02-24 00:00:00+00:00,AXP,80.86,81.7,80.26,80.3,10950979,74.7797834652,75.5566201967,74.2249000855,74.2618923108,10950979,0.0,1.0
2015-02-25 00:00:00+00:00,AXP,82.17,82.25,80.87,81.16,8184691,75.9912788441,76.0652632947,74.7890315215,75.057225155,8184691,0.0,1.0
2015-02-26 00:00:00+00:00,AXP,83.25,83.47,82.41,83.01,8702304,76.9900689275,77.1935261667,76.213232196,76.7681155756,8702304,0.0,1.0
2015-02-27 00:00:00+00:00,AXP,81.59,83.38,81.52,83.25,8121085,75.4548915771,77.1102936597,75.3901551828,76.9900689275,8121085,0.0,1.0
2015-03-02 00:00:00+00:00,AXP,82.03,82.21,81.56,81.73,5502995,75.8618060555,76.0282710694,75.4271474081,75.5843643657,5502995,0.0,1.0
2015-03-03 00:00:00+00:00,AXP,81.91,81.93,80.9,80.99,6856146,75.7508293796,75.7693254922,74.8167756905,74.9000081974,6856146,0.0,1.0
2015-03-04 00:00:00+00:00,AXP,80.63,81.56,80.56,81.55,6125725,74.5670781696,75.4271474081,74.5023417753,75.4178993518,6125725,0.0,1.0
2015-03-05 00:00:00+00:00,AXP,81.15,81.4,80.64,80.66,5571779,75.0479770987,75.2791785069,74.576326226,74.5948223386,5571779,0.0,1.0
2015-03-06 00:00:00+00:00,AXP,80.31,81.15,80.06,80.63,6530206,74.2711403672,75.0479770987,74.039938959,74.5670781696,6530206,0.0,1.0
2015-03-09 00:00:00+00:00,AXP,80.51,80.8325,79.95,80.15,5846077,74.4561014937,74.7543513103,73.9382103394,74.1231714659,5846077,0.0,1.0
2015-03-10 00:00:00+00:00,AXP,79.11,79.77,78.87,79.73,7524975,73.1613736078,73.7717453255,72.939420256,73.7347531001,7524975,0.0,1.0
2015-03-11 00:00:00+00:00,AXP,79.45,79.75,79.11,79.4,4540903,73.475807523,73.7532492128,73.1613736078,73.4295672413,4540903,0.0,1.0
2015-03-12 00:00:00+00:00,AXP,81.56,82.0,80.03,80.1,9386593,75.4271474081,75.8340618865,74.01219479,74.0769311843,9386593,0.0,1.0
2015-03-13 00:00:00+00:00,AXP,80.6,81.65,79.95,81.5,6919443,74.5393340007,75.5103799151,73.9382103394,75.3716590701,6919443,0.0,1.0
2015-03-16 00:00:00+00:00,AXP,81.5,81.6534,80.75,80.88,5295067,75.3716590701,75.5135242542,74.6780548456,74.7982795778,5295067,0.0,1.0
2015-03-17 00:00:00+00:00,AXP,81.06,81.2094,80.55,81.2,4258228,74.9647445917,75.1029105533,74.493093719,75.0942173803,4258228,0.0,1.0
2015-03-18 00:00:00+00:00,AXP,81.86,82.32,80.27,80.58,6448978,75.7045890979,76.129999689,74.2341481418,74.520837888,6448978,0.0,1.0
2015-03-19 00:00:00+00:00,AXP,81.54,81.96,80.94,81.84,4677008,75.4086512954,75.7970696612,74.8537679158,75.6860929853,4677008,0.0,1.0
2015-03-20 00:00:00+00:00,AXP,82.7,83.06,81.5,81.79,9338054,76.4814258295,76.8143558572,75.3716590701,75.6398527036,9338054,0.0,1.0
2015-03-23 00:00:00+00:00,AXP,82.2,83.54,82.2,82.7,7290984,76.0190230131,77.258262561,76.0190230131,76.4814258295,7290984,0.0,1.0
2015-03-24 00:00:00+00:00,AXP,81.37,82.16,81.27,82.04,5190381,75.2514343379,75.9820307878,75.1589537746,75.8710541118,5190381,0.0,1.0
2015-03-25 00:00:00+00:00,AXP,80.11,81.47,80.03,81.42,8908014,74.0861792406,75.3439149012,74.01219479,75.2976746195,8908014,0.0,1.0
2015-03-26 00:00:00+00:00,AXP,78.48,79.78,77.885,79.67,16181310,72.5787460592,73.7809933818,72.0284867077,73.6792647622,16181310,0.0,1.0
2015-03-27 00:00:00+00:00,AXP,77.97,78.64,77.71,78.4,9014083,72.1070951865,72.7267149604,71.866645722,72.5047616086,9014083,0.0,1.0
2015-03-30 00:00:00+00:00,AXP,78.05,78.75,78.0,78.35,7284652,72.1810796371,72.82844358,72.1348393555,72.4585213269,7284652,0.0,1.0
2015-03-31 00:00:00+00:00,AXP,78.12,78.53,77.62,77.89,5918270,72.4862654959,72.8666977649,72.0223237045,72.2728522719,5918270,0.26,1.0
2015-04-01 00:00:00+00:00,AXP,78.93,79.32,77.85,78.05,6163459,73.2378511981,73.5997257954,72.2357369285,72.4213136451,6163459,0.0,1.0
2015-04-02 00:00:00+00:00,AXP,79.7,79.77,78.57,78.93,5695160,73.9523215569,74.0172734077,72.9038131082,73.2378511981,5695160,0.0,1.0
2015-04-06 00:00:00+00:00,AXP,79.63,80.1,78.73,79.34,3831064,73.8873697061,74.3234749901,73.0522744815,73.6182834671,3831064,0.0,1.0
2015-04-07 00:00:00+00:00,AXP,78.33,79.38,78.26,78.59,5918369,72.6811210483,73.6553988104,72.6161691975,72.9223707799,5918369,0.0,1.0
2015-04-08 00:00:00+00:00,AXP,78.69,79.36,78.3,78.42,6405810,73.0151591382,73.6368411387,72.6532845408,72.7646305708,6405810,0.0,1.0
2015-04-09 00:00:00+00:00,AXP,79.16,79.33,78.41,78.63,4277576,73.4512644221,73.6090046312,72.755351735,72.9594861232,4277576,0.0,1.0
2015-04-10 00:00:00+00:00,AXP,79.59,79.97,79.2,79.42,3441961,73.8502543628,74.2028501243,73.4883797654,73.6925141537,3441961,0.0,1.0
2015-04-13 00:00:00+00:00,AXP,79.27,79.99,79.26,79.73,4091974,73.5533316163,74.2214077959,73.5440527804,73.9801580644,4091974,0.0,1.0
2015-04-14 00:00:00+00:00,AXP,79.49,79.9699,78.89,79.6,4213151,73.7574660045,74.2027573359,73.2007358548,73.8595331986,4213151,0.0,1.0
2015-04-15 00:00:00+00:00,AXP,79.75,80.3,79.42,79.43,6042720,73.998715736,74.5090517066,73.6925141537,73.7017929895,6042720,0.0,1.0
2015-04-16 00:00:00+00:00,AXP,80.91,81.1715,79.25,79.43,8084767,75.0750606922,75.3177022491,73.5347739446,73.7017929895,8084767,0.0,1.0
2015-04-17 00:00:00+00:00,AXP,77.32,78.5,76.53,78.4,22098119,71.7439586296,72.8388612574,71.0109305991,72.7460728991,22098119,0.0,1.0
2015-04-20 00:00:00+00:00,AXP,77.23,77.85,76.96,77.39,8432099,71.6604491071,72.2357369285,71.4099205398,71.8089104804,8432099,0.0,1.0
2015-04-21 00:00:00+00:00,AXP,77.28,77.8,77.24,77.38,5124995,71.7068432863,72.1893427494,71.669727943,71.7996316446,5124995,0.0,1.0
2015-04-22 00:00:00+00:00,AXP,78.44,78.65,77.18,77.41,7317875,72.7831882424,72.9780437949,71.614054928,71.8274681521,7317875,0.0,1.0
2015-04-23 00:00:00+00:00,AXP,78.15,78.37,77.7399,78.06,4807495,72.5141020034,72.7182363916,72.1335769461,72.4305924809,4807495,0.0,1.0
2015-04-24 00:00:00+00:00,AXP,77.99,78.327,77.77,78.3,3400709,72.3656406301,72.6783373976,72.1615062419,72.6532845408,3400709,0.0,1.0
2015-04-27 00:00:00+00:00,AXP,77.49,77.96,77.04,77.83,6891514,71.9016988387,72.3378041227,71.4841512264,72.2171792569,6891514,0.0,1.0
2015-04-28 00:00:00+00:00,AXP,77.49,77.73,76.94,77.69,6492927,71.9016988387,72.1243908986,71.3913628681,72.0872755553,6492927,0.0,1.0
